iter	Logloss
166	0.2602267692
167	0.2599198949
168	0.2595517481
169	0.2593447533
170	0.2591346057
171	0.2588078086
172	0.2586073662
173	0.2583813027
174	0.2581947099
175	0.2578169457
176	0.2576678879
177	0.257377596
178	0.2570875438
179	0.2567207778
180	0.2564243321
181	0.2561564113
182	0.255905958
183	0.2556667162
184	0.2554797889
185	0.2553372431
186	0.2550401
187	0.2548852631
188	0.2546814733
189	0.254444611
190	0.2541159255
191	0.2539028054
192	0.2535524914
193	0.253317266
194	0.2531559455
195	0.2530156392
196	0.252808642
197	0.2525902269
198	0.252367404
199	0.2520912571
200	0.2517386633
201	0.2515102168
202	0.2513183859
203	0.2511197607
204	0.250897073
205	0.2506576498
206	0.2503788732
207	0.250085699
208	0.2499156046
209	0.2497157979
210	0.2493624747
211	0.2491443477
212	0.2489827332
213	0.2486877572
214	0.2485317532
215	0.2481980573
216	0.2479714078
217	0.2478151321
218	0.2475039828
219	0.2472985609
220	0.246953778
221	0.2467865873
222	0.2466254294
223	0.2464825668
224	0.246307392
225	0.2461211266
226	0.2458961188
227	0.2457053246
228	0.2455293171
229	0.2453083921
230	0.2450795494
231	0.2449084574
232	0.2445934625
233	0.2443571387
234	0.2441540524
235	0.2439362089
236	0.2437699387
237	0.2437000441
238	0.2435274314
239	0.2432888017
240	0.2431949217
241	0.2430558821
242	0.2428792863
243	0.2426619352
244	0.2422959472
245	0.2421294718
246	0.2417542187
247	0.2415487695
248	0.2412838461
249	0.241109733
250	0.2409455978
251	0.2407343482
252	0.2406222808
253	0.2403814864
254	0.2401079171
255	0.2397046718
256	0.2393960763
257	0.2391926032
258	0.2389533579
259	0.2386871428
260	0.238377908
261	0.2380586133
262	0.2377950754
263	0.2375957088
264	0.2373784739
265	0.2373205536
266	0.2371804263
267	0.2370043702
268	0.2368603998
269	0.2366411401
270	0.2364280544
271	0.2361143679
272	0.2358114411
273	0.2356848918
274	0.2354660615
275	0.2351869434
276	0.234939765
277	0.2347433567
278	0.2346038213
279	0.23427824
280	0.2340827237
281	0.2339662426
282	0.2337344321
283	0.2335527774
284	0.2333209598
285	0.2331594045
286	0.2330522359
287	0.2329319045
288	0.2326794869
289	0.2325231092
290	0.2324223684
291	0.2321896517
292	0.2319850791
293	0.2318486135
294	0.2316594681
295	0.2314016167
296	0.2311900706
297	0.2310866977
298	0.2308635629
299	0.2307338371
300	0.2305015462
301	0.2302514842
302	0.2301168715
303	0.2299584631
304	0.2298378968
305	0.2296493955
306	0.2294809059
307	0.2293267784
308	0.2290845
309	0.2289307971
310	0.228746158
311	0.228631965
312	0.228372874
313	0.2282075147
314	0.2280529032
315	0.227934402
316	0.2276022446
317	0.2273924327
318	0.2271691602
319	0.2270299416
320	0.2268513494
321	0.2266812052
322	0.2265012561
323	0.226382711
324	0.2262341181
325	0.2260538002
326	0.225902542
327	0.225752133
328	0.2255808334
329	0.2253918612
330	0.2251706218
331	0.22490725
332	0.2247951031
333	0.224629879
334	0.2242826953
335	0.2240538906
336	0.2238656846
337	0.2237253652
338	0.2235369232
339	0.2233968279
340	0.2232513214
341	0.2230245355
342	0.2227237308
343	0.222495971
344	0.2222775855
345	0.2221750988
346	0.2220432343
347	0.2218587126
348	0.2216978844
349	0.22142218
350	0.2213235032
351	0.2210600352
352	0.2209828956
353	0.2208092296
354	0.2205276181
355	0.2203449041
356	0.2202300243
357	0.2201192142
358	0.2199973574
359	0.2198781338
360	0.2197170732
361	0.2195734729
362	0.2193757883
363	0.2192585397
364	0.2191322562
365	0.2189845813
366	0.2188346552
367	0.2186733478
368	0.2184648787
369	0.2183086564
370	0.2181029865
371	0.2179474012
372	0.2178139841
373	0.217643803
374	0.2173514758
375	0.2171603174
376	0.2168625196
377	0.2165406415
378	0.2164311658
379	0.216236672
380	0.2160292799
381	0.2158940443
382	0.2156355073
383	0.2155210272
384	0.2153758825
385	0.2152644853
386	0.2150591962
387	0.2148675242
388	0.2147074825
389	0.2146016282
390	0.2145219383
391	0.2143668073
392	0.2141977934
393	0.2140887033
394	0.2139319721
395	0.2137960937
396	0.2136466349
397	0.2134509336
398	0.2132876334
399	0.2131027701
400	0.2130074359
401	0.2129367489
402	0.212814917
403	0.2126476409
404	0.2125102299
405	0.2123864895
406	0.2122245404
407	0.2120783365
408	0.211903221
409	0.2117354194
410	0.2116184946
411	0.2114580188
412	0.211277683
413	0.2111655883
414	0.2109886853
415	0.2107554301
416	0.2106333455
417	0.2105031441
418	0.2103235627
419	0.2101875763
420	0.2100448205
421	0.2097523972
422	0.2096300054
423	0.2095398998
424	0.2093616659
425	0.2092306875
426	0.2090496958
427	0.2088896018
428	0.2087835566
429	0.2085448426
430	0.2083661817
431	0.2081735632
432	0.2077886394
433	0.2074133567
434	0.2072561629
435	0.2070707065
436	0.2066041154
437	0.2064633737
438	0.2062912829
439	0.2061428122
440	0.206040463
441	0.2058523484
442	0.2056552059
443	0.2055032063
444	0.2053090245
445	0.205167959
446	0.2050780337
447	0.2049232063
448	0.2048205214
449	0.2046850178
450	0.2043697917
451	0.2041411435
452	0.2038279564
453	0.2037515617
454	0.2035630722
455	0.2034597966
456	0.2032878245
457	0.2030652127
458	0.2029774059
459	0.2028040696
460	0.2025084697
461	0.2024011541
462	0.2022856124
463	0.2021455207
464	0.2018373878
465	0.2017250358
466	0.2015629882
467	0.2014347783
468	0.2013100997
469	0.2011074367
470	0.2009562094
471	0.2007072506
472	0.2006173893
473	0.2004795418
474	0.2002178994
475	0.2001214988
476	0.1999272778
477	0.1998110968
478	0.1996752065
479	0.1994219775
480	0.1993242911
481	0.1990754154
482	0.1989597349
483	0.1988250936
484	0.198761258
485	0.1986286213
486	0.1984821647
487	0.1983251584
488	0.198056412
489	0.1978976703
490	0.1977053127
491	0.1975781965
492	0.1974409303
493	0.1972657412
494	0.1971750378
495	0.1970750384
496	0.1968447486
497	0.1967327939
498	0.1965733559
499	0.1963637017
500	0.1962740137
501	0.196204259
502	0.196104982
503	0.1959829378
504	0.1958735215
505	0.195666605
506	0.1954988389
507	0.1952946815
508	0.195201837
509	0.195005386
510	0.1948993847
511	0.1947005376
512	0.1945611671
513	0.1943589645
514	0.1942399817
515	0.1940369345
516	0.1939124883
517	0.1937681846
518	0.1936858827
519	0.1935618078
520	0.1934482351
521	0.1932828426
522	0.1931972456
523	0.1930701223
524	0.1929993546
525	0.1928987728
526	0.1927261151
527	0.1926524865
528	0.1925233644
529	0.1923967962
530	0.1922758895
531	0.1921084236
532	0.1919944535
533	0.1918230828
534	0.1916892434
535	0.1915715227
536	0.1914597945
537	0.1913080038
538	0.1912259059
539	0.1910552611
540	0.1909311008
541	0.1908573144
542	0.1904596903
543	0.1903897435
544	0.1902996438
545	0.1901487889
546	0.1900271278
547	0.189921149
548	0.1898398826
549	0.1897153297
550	0.1895261629
551	0.1893818711
552	0.1892350811
553	0.1890835726
554	0.189011231
555	0.1888910455
556	0.1888147563
557	0.188726367
558	0.188637431
559	0.1885249864
560	0.1883152872
561	0.1881791252
562	0.1879690049
563	0.1878333507
564	0.1876702736
565	0.1875715956
566	0.1873866219
567	0.1872774392
568	0.1872096014
569	0.1870544313
570	0.186885517
571	0.1868003447
572	0.1867220686
573	0.1866213421
574	0.1864883734
575	0.1863649129
576	0.1862134079
577	0.1861296969
578	0.185941523
579	0.1858147246
580	0.1856567385
581	0.1855713989
582	0.1854628449
583	0.1853447032
584	0.185199645
585	0.1851421007
586	0.1850171267
587	0.1848829326
588	0.1847687989
589	0.1846397967
590	0.1845689164
591	0.1843977069
592	0.1842930708
593	0.1841813178
594	0.1840138684
595	0.1839585174
596	0.1838262034
597	0.1837808315
598	0.1836274939
599	0.1835071768
600	0.1833110366
601	0.1831659891
602	0.183104508
603	0.1829704882
604	0.1828883513
605	0.1827975565
606	0.1826993138
607	0.1826269472
608	0.1825290972
609	0.1824517902
610	0.1823026683
611	0.182212775
612	0.1821209151
613	0.1820236213
614	0.1819359829
615	0.1817717161
616	0.1815997914
617	0.1815454497
618	0.1814586144
619	0.181345305
620	0.1811782993
621	0.1810759264
622	0.1809873628
623	0.1808893538
624	0.1807479277
625	0.1806611991
626	0.1805464308
627	0.1804228031
628	0.1803522751
629	0.1802350514
630	0.1801129621
631	0.1800041045
632	0.1798450259
633	0.1797040624
634	0.1796382067
635	0.1795080396
636	0.1793696702
637	0.1792846319
638	0.1791736831
639	0.1790881869
640	0.178986254
641	0.1788917999
642	0.1788478135
643	0.1787505956
644	0.1786476854
645	0.1785728659
646	0.1784525356
647	0.1783962902
648	0.1781009999
649	0.1780059658
650	0.1778915889
651	0.1777482994
652	0.1776108991
653	0.1775090979
654	0.1774028237
655	0.1772668207
656	0.1771196441
657	0.1770173282
658	0.1769183014
659	0.1767705341
660	0.1767020285
661	0.1765707168
662	0.1764769613
663	0.1762877519
664	0.1761974648
665	0.1761352957
666	0.1760475422
667	0.175989119
668	0.1758664105
669	0.175744256
670	0.1756172358
671	0.1755265288
672	0.1754507081
673	0.1753233037
674	0.1752607478
675	0.1751577225
676	0.1750967313
677	0.1750509763
678	0.1749714133
679	0.1748585986
680	0.1747918829
681	0.1745718368
682	0.1744841497
683	0.1743411199
684	0.1742357626
685	0.1740593376
686	0.1739908095
687	0.1739067925
688	0.17370519
689	0.1736374791
690	0.1735844731
691	0.1735228614
692	0.1734649838
693	0.1733999039
694	0.1733011132
695	0.1732072664
696	0.1731008143
697	0.1730195883
698	0.1729580716
699	0.1728675733
700	0.1727832775
701	0.1726943177
702	0.1726247054
703	0.1725196791
704	0.1724388635
705	0.1723277711
706	0.1720587745
707	0.1719755865
708	0.1718695021
709	0.1717517435
710	0.171646767
711	0.1715084083
712	0.1714121216
713	0.1713562664
714	0.1712300469
715	0.1711583624
716	0.1711082375
717	0.17098377
718	0.1708719019
719	0.1707886108
720	0.1707037468
721	0.1706086972
722	0.1703683049
723	0.1702428042
724	0.1701108852
725	0.1700279108
726	0.169915809
727	0.1698556563
728	0.1697869918
729	0.1696910823
730	0.1696186766
731	0.1695537365
732	0.1694939374
733	0.1693880226
734	0.1692669819
735	0.1691580649
736	0.1690549044
737	0.1690027702
738	0.1689013047
739	0.1688263926
740	0.168742697
741	0.1686487293
742	0.1685574328
743	0.1684286701
744	0.1683787434
745	0.1683179158
746	0.1682219161
747	0.1681550842
748	0.1680740776
749	0.1679589499
750	0.1678800191
751	0.1677924946
752	0.1677183844
753	0.1676096845
754	0.1675270232
755	0.1674253869
756	0.1673288393
757	0.1672358964
758	0.167160377
759	0.1670972482
760	0.1670104366
761	0.1669293506
762	0.1667652106
763	0.1667413984
764	0.1666714837
765	0.1664636871
766	0.166424743
767	0.1663802097
768	0.1662901764
769	0.1662026816
770	0.1660998971
771	0.1660236672
772	0.1659647185
773	0.165913812
774	0.1658526523
775	0.1656882277
776	0.1656251831
777	0.1655402895
778	0.1654610681
779	0.165387825
780	0.1653113247
781	0.1652700913
782	0.1651180894
783	0.1650039011
784	0.1649342366
785	0.1648760364
786	0.1647684064
787	0.1646988748
788	0.1646451784
789	0.1645735188
790	0.1644848733
791	0.1644282614
792	0.164346026
793	0.1642593661
794	0.1641813748
795	0.1641101944
796	0.1640200378
797	0.1639477483
798	0.1638619805
799	0.1637770584
800	0.1636852601
801	0.163563427
802	0.1634941682
803	0.1633901252
804	0.1632979201
805	0.163172748
806	0.1631018985
807	0.1630127798
808	0.1629229363
809	0.1628608941
810	0.1627905606
811	0.1627182106
812	0.1626504393
813	0.162555729
814	0.1624902196
815	0.1624006774
816	0.1623201062
817	0.162266449
818	0.1621813644
819	0.1621053077
820	0.1620152779
821	0.1619408712
822	0.1618846293
823	0.1617916674
824	0.1617338029
825	0.1617127473
826	0.1616558851
827	0.1615556698
828	0.1614655013
829	0.1613894256
830	0.161321487
831	0.1612510408
832	0.16115346
833	0.1610814813
834	0.1608558769
835	0.1608024806
836	0.1607445306
837	0.1606990591
838	0.1606292167
839	0.1605752641
840	0.1604605789
841	0.1603379072
842	0.1602720597
843	0.1602065101
844	0.1601152657
845	0.1600720906
846	0.1599816659
847	0.1598949041
848	0.1597990183
849	0.1596875214
850	0.1596114137
851	0.1595421051
852	0.1595016427
853	0.1593903143
854	0.1592862321
855	0.1592226171
856	0.1590643997
857	0.1589795547
858	0.1589271809
859	0.1588481789
860	0.1587862731
861	0.1587096399
862	0.1586200479
863	0.1585431739
864	0.1584368511
865	0.1583489909
866	0.158301274
867	0.1582113712
868	0.1581250613
869	0.1580414867
870	0.157927971
871	0.15784117
872	0.1577889789
873	0.157753706
874	0.1576410906
875	0.1575483232
876	0.1573076296
877	0.1572631853
878	0.1571821989
879	0.1571320171
880	0.1570285873
881	0.1569565541
882	0.1568928133
883	0.1568317081
884	0.1567593997
885	0.1566785046
886	0.1565985668
887	0.1565475571
888	0.1564767313
889	0.156420289
890	0.1563733158
891	0.1562771287
892	0.1561860896
893	0.1561019599
894	0.1559948103
895	0.1558925762
896	0.1558172252
897	0.1557079512
898	0.1556360532
899	0.1555669782
900	0.1554968547
901	0.1554299255
902	0.1553616298
903	0.1552293467
904	0.1551478668
905	0.1551274992
906	0.1550528363
907	0.1550106148
908	0.154915366
909	0.1548300786
910	0.1547735591
911	0.1546817976
912	0.1546073944
913	0.1544724116
914	0.154383791
915	0.1542966152
916	0.1542551921
917	0.1541371262
918	0.1540629128
919	0.1539369495
920	0.1538666362
921	0.153789901
922	0.1537320412
923	0.1536638594
924	0.1536157357
925	0.153546599
926	0.1534960697
927	0.1534172148
928	0.1533489429
929	0.1532781112
930	0.1531911311
931	0.1531172843
932	0.1530592453
933	0.1530074753
934	0.1529004135
935	0.1527954358
936	0.1527172914
937	0.1526671488
938	0.1525987582
939	0.1525327519
940	0.1524256047
941	0.1523720542
942	0.152304443
943	0.1522394069
944	0.1521765391
945	0.1520778872
946	0.1520265038
947	0.151965095
948	0.1518368424
949	0.1517618023
950	0.1516860208
951	0.1515929877
952	0.1515276705
953	0.1514760689
954	0.1513914149
955	0.1512776512
956	0.1512185519
957	0.1511310606
958	0.1510633497
959	0.1510023288
960	0.1508286533
961	0.1506937879
962	0.150641541
963	0.1505561326
964	0.1504993676
965	0.150389752
966	0.1502922981
967	0.1501408323
968	0.1500472892
969	0.1499829601
970	0.1499169881
971	0.1498767464
972	0.1498006624
973	0.1497248927
974	0.1496673259
975	0.1494716827
976	0.1494201914
977	0.1493658877
978	0.1493143846
979	0.1492634081
980	0.1491777256
981	0.1491238395
982	0.1490513389
983	0.1489741174
984	0.1488123687
985	0.1487492092
986	0.1486599457
987	0.1486233562
988	0.1485623839
989	0.1485108665
990	0.148473831
991	0.1484189342
992	0.1482502619
993	0.1481726241
994	0.1481359195
995	0.1480437879
996	0.147997715
997	0.1479270292
998	0.1478469396
999	0.1477992867
